reaction_id,EC Number,BEC-Pred,CLAIRE,SelenzymeRF,SIMMER,Theia,MajorityVote,MajorityVoteCore4
66973,2.4.1.381,2.4.1,2.4.2;2.7.8;2.4.1;2.8.2,2.4.1.325;2.4.1.289;2.4.1.273;2.4.1.317;2.4.1.331;2.4.1.252;2.4.1.264;2.4.1.60;2.4.1.308;2.4.1.277;2.4.1.236;2.4.1.251;2.4.1.309;2.4.1.306;2.4.1.278;2.4.1.-|2.4.1.290;2.4.1.322;2.4.1.343;2.4.1.303;2.4.1.305;2.4.1.304;2.4.1.287;2.4.1.316;2.4.1.-|2.4.1.291;2.4.1.348;2.4.1.254;2.4.1.187;2.4.1.180;2.4.1.292;2.4.1.-|2.4.1.327;2.4.1.302;2.4.1.293;2.4.1.-|2.4.1.318;2.4.2.50;2.4.1.227,2.4.1,2.4.1;2.4.2;2.7.8;3.6.1;2.7.1,2.4.1,2.4.1
66977,2.4.1.382,2.4.1,2.3.1;2.3.2;2.7.8;2.4.2,2.4.1.60;2.7.8.44;2.7.8.45;2.7.8.46;2.4.1.264;2.4.1.309;2.4.1.251;2.4.1.305;2.4.1.303;2.4.1.343;2.4.1.304;2.4.1.306;2.4.1.252;2.4.1.308;2.4.1.187;2.4.1.180;2.4.1.348;2.4.1.-|2.4.1.290;2.4.1.-|2.4.1.291;2.4.1.287;2.4.1.292;2.4.1.293;2.4.1.227,2.4.1,2.4.1;3.6.1;2.7.8;2.7.1;2.4.2,2.4.1,2.4.1
67001,2.3.1.156,2.3.1,2.4.2;2.3.1;2.4.1;2.8.3,2.3.1.156;2.3.1.165;2.3.1.237;2.3.1.151;2.3.1.151|2.3.1.177|2.3.1.220;2.3.1.236;2.3.1.239;2.3.1.159;2.3.1.156|2.3.1.74,2.3.1,2.3.1;3.1.2;6.2.1;4.1.1;1.2.7,2.3.1,2.3.1
67005,3.6.1.74,3.6.1,3.1.4;3.1.3;3.1.1;3.2.1,6.3.4.16|6.3.5.5;6.4.1.8;6.3.4.6;6.3.1.10,3.6.1,3.6.1;3.6.5;3.6.4;6.3.5;5.6.2,3.6.1,3.6.1
67009,2.1.1.56,2.1.1,2.1.1;2.5.1;4.4.1;4.2.3,2.1.1.158;2.1.1.17;2.1.1.71;2.1.1.79;2.1.1.344;2.1.1.333;2.1.1.231;2.1.1.317;2.1.1.69;2.1.1.267;2.1.1.6;2.1.1.267|2.1.1.42;2.1.1.150;2.1.1.46;2.1.1.15;2.1.1.197,2.1.1,2.1.1;2.8.4;2.3.1;1.3.98;2.5.1,2.1.1,2.1.1
67013,2.7.7.50,2.7.7,3.6.1;2.7.7;3.6.5;3.2.1,2.7.7.30;2.7.7.105;2.7.7.77,2.7.7;3.6.1,2.7.7;2.5.1;3.6.1;2.7.6;2.7.4,2.7.7,2.7.7
67021,2.1.1.57,2.1.1,2.1.1;2.5.1;4.4.1;2.7.7,2.1.1.164;2.1.1.237;2.1.1.238;2.1.1.306;2.1.1.102;2.1.1.101;2.1.1.305;2.1.1.307;2.1.1.129;2.1.1.239;2.1.1.285;2.1.1.315;2.1.1.71;2.1.1.17;2.1.1.104;2.1.1.79;2.1.1.344;2.1.1.241;2.1.1.333;2.1.1.231;2.1.1.317;2.1.1.69;2.1.1.267;2.1.1.38;2.1.1.6,2.1.1,2.1.1;2.8.4;1.17.98;2.3.1;1.3.98,2.1.1,2.1.1
67025,2.1.1.296,2.1.1,2.1.1;2.5.1;4.4.1;2.7.7,2.1.1.237;2.1.1.101;2.1.1.238;2.1.1.102;2.1.1.306;2.1.1.307;2.1.1.164;2.1.1.305;2.1.1.129;2.1.1.239;2.1.1.285;2.1.1.315;2.1.1.104;2.1.1.71;2.1.1.17;2.1.1.79;2.1.1.344;2.1.1.333;2.1.1.317;2.1.1.231;2.1.1.267;2.1.1.69;2.1.1.241;2.1.1.6,2.1.1,2.1.1;2.8.4;2.3.1;2.5.1;1.17.98,2.1.1,2.1.1
67241,3.13.2.3,3.1.1,2.5.1;4.4.1;2.1.1;3.13.1,2.5.1.120;4.1.99.17,2.5.1;2.1.1,2.1.1;2.5.1;2.8.4;1.17.98;1.3.98,2.5.1,2.5.1
67389,2.3.1.100,,2.3.1;2.5.1;4.4.1;3.1.2,1.2.1.84;2.3.1.50;2.3.1.225,2.3.1,2.3.1;1.8.4;3.1.2;2.7.4;6.2.1,2.3.1,2.3.1
67445,4.1.2.63,2.3.1,4.1.2;3.7.1;4.1.1;4.3.1,1.2.1.50;2.8.3.8;3.1.2.18|3.1.2.19|3.1.2.20;2.3.1.75;1.2.7.11;5.1.99.4;1.2.1.84;2.3.1.252;2.3.3.20;2.3.1.237;2.3.1.165;2.3.1.236;2.3.1.121;2.3.1.25;2.3.1.239;2.3.1.94;2.3.1.111;2.3.1.20,4.1.2,2.3.1;2.8.3;4.1.2;2.7.4;2.7.8,4.1.2,2.3.1
67453,3.1.1.117,3.1.1,3.5.5;3.1.2;3.7.1;3.13.1,5.5.1.27;4.1.99.20|4.3.3;6.3.5.11;6.3.5.9;6.3.5.10;4.2.3.154;2.5.1.72,3.2.1,3.1.1;4.1.1;3.7.1;3.6.1;4.2.1,3.1.1,3.1.1
67485,3.6.1.62,3.6.1,2.4.2;2.4.1;2.7.4;2.7.1,2.7.1.113|2.7.1.145|2.7.1.20|2.7.1.74|2.7.1.76;2.7.1.-|2.7.1.177;2.7.1.156;2.7.3.5;2.7.3.1;2.5.1.143;2.7.7.1|2.7.7.18,2.7.7,3.6.1;2.7.1;2.7.4;2.7.7;2.7.9,2.7.1,2.7.1
67629,6.3.4.25,6.3.2,4.4.1;2.1.1;2.3.1;2.5.1,6.3.2.6,6.3.4;6.3.2,6.3.4;6.3.2;3.5.4;6.3.3;6.3.1,6.3.2,6.3.2
67657,1.6.2.4,1.16.1,1.1.2;1.12.98;1.1.99;1.17.99,1.16.1.1;1.14.12.17;1.13.12.-|1.14.13.210;1.8.1.13;1.1.1.404;1.14.12.23;1.14.99.46;1.14.14.22;1.4.1.13|1.4.1.3|1.4.1.4,1.18.1;1.6.2,1.6.2;1.16.1;1.18.1;1.12.1;1.17.1,1.16.1,1.16.1
67773,3.1.3.33,3.1.3,3.1.3;3.1.7;3.1.4;4.2.3,3.1.3.5,3.1.3,3.1.3;5.4.2;2.7.1;4.2.3;3.1.7,3.1.3,3.1.3
67777,3.1.3.33,3.1.3,3.1.3;3.1.7;4.2.3;3.1.4,3.1.3.89;3.1.3.34;4.2.3.152;4.1.99.25;2.6.99.2,5.4.2;3.1.3,3.1.3;5.4.2;3.1.7;4.2.3;2.7.1,3.1.3,3.1.3
67813,2.3.1.129,2.3.1,2.3.1;2.4.2;2.4.1;2.3.2,2.3.1.199;2.3.1.201;2.5.1.7,2.3.1,2.3.1;3.1.2;6.2.1;2.3.2;2.3.3,2.3.1,2.3.1
67817,3.5.1.108,3.5.1,3.5.1;3.5.2;3.1.1;2.3.2,3.5.1.108,3.5.1,3.5.1;3.5.2;3.5.4;3.2.1;1.13.12,3.5.1,3.5.1
67825,3.6.1.54,3.6.1,2.3.3;2.7.7;2.7.8;3.2.1,2.7.8.32;2.7.7.99;2.4.1.182,2.7.7;2.4.1,3.6.1;3.1.4;2.7.9;2.7.1;3.1.7,2.7.7,3.6.1
67829,2.4.1.182,2.4.1,2.4.2;2.4.1;3.2.1;2.3.1,2.4.1.182,2.4.3;2.4.1,2.4.1;2.4.2;2.7.4;2.7.1;2.7.7,2.4.1,2.4.1
67841,2.7.1.130,2.7.1,2.4.2;2.4.1;2.7.8;3.2.1,2.7.1.130,2.7.1,2.7.1;2.7.4;2.7.11;2.7.12;2.7.8,2.7.1,2.7.1
67845,2.4.99.12,2.4.3,2.4.2;2.4.1;3.2.1;2.7.8,2.4.99.12;2.4.99.1;2.7.8.46;2.4.99.7;2.4.99.3;2.4.99.2;2.4.99.4;2.4.99.6;2.4.99.8;2.4.99.9;2.7.8.8;2.7.8.45;2.7.8.38;2.7.8.32;6.1.2.2;2.7.1.212;2.7.8.34;2.7.1.147;2.7.8.44;2.7.1.11|2.7.1.20|2.7.1.74,2.4.3;2.4.1,2.4.99;2.4.3;3.1.4;4.6.1;1.8.99,2.4.99,2.4.99
67909,3.1.6.21,3.1.6,3.13.1;3.12.1;1.8.2;3.7.1,2.7.7.5;3.1.6.6;3.1.6.2;3.6.2.1;2.7.7.51;3.6.1.9|3.6.2.2,,3.1.6;3.8.1;3.6.2;4.2.1;3.13.1,3.1.6,3.1.6
67977,5.5.1.19,5.5.1,5.4.99;5.5.1;5.3.1;5.3.99,4.2.1.131;2.1.1.210;5.2.1.12;5.2.1.-|5.2.1.13;1.3.99.28;1.3.5.5;1.3.8.2|1.3.8.o;5.2.1.-|5.2.1.14;5.5.1.19;1.3.5.6;1.3.99.26;1.3.99.31;5.5.1.18;1.13.11.84|1.14.99.42;1.2.99.10;1.3.99.29;1.13.11.82;1.14.15.9;1.3.99.30;2.3.1.76;1.13.11.-|1.13.11.69;1.3.99.27;1.13.11.67|1.13.12.12;1.3.99.37;5.3.99.9;2.5.1.86;1.13.11.59;1.13.11.71|1.14.99.-;1.13.11.-|1.13.11.68,5.5.1,5.5.1;5.4.99;1.3.99;2.7.4;4.2.3,5.5.1,5.5.1
68013,1.17.3.2,1.1.3,1.21.3;1.11.1;1.7.3;1.17.3,1.4.3.3;1.4.3.2;1.1.3.15;1.2.3.1,1.17.3;1.3.99,1.1.3;1.11.1;1.14.13;1.5.3;1.4.3,1.1.3,1.1.3
68029,1.17.3.2,1.7.3,1.17.3;1.11.1;1.7.3;1.1.3,1.17.3.2;1.4.3.2;1.4.3.3;1.1.3.15;1.2.3.1,1.17.3;1.3.99,1.11.1;1.1.3;1.8.3;1.5.3;1.3.3,1.17.3,1.17.3
68049,2.1.1.77,2.1.1,2.1.1;4.4.1;2.5.1;4.2.3,2.1.1.141;2.1.1.15;2.1.1.145;2.1.1.344;2.1.1.-|2.1.1.278;2.1.1.17;2.1.1.71;2.1.1.6;2.1.1.197;2.1.1.-|2.1.1.288;2.1.1.69;2.1.1.79;2.1.1.231;2.1.1.49,2.1.1,2.1.1;2.3.1;2.8.4;2.5.1;1.17.98,2.1.1,2.1.1
68053,4.6.1.19,3.1.4,3.1.4;3.1.3;4.6.1;3.1.7,2.7.1.15;2.7.1.85;3.1.4.43;2.7.1.130,3.1.4,3.1.4;2.7.8;2.7.1;3.1.7;2.4.3,3.1.4,3.1.4
68077,6.5.1.8,2.7.7,2.4.1;2.7.7;2.4.2;3.2.1,6.3.1.14;2.7.7.85;2.4.2.17,2.7.1,2.7.7;2.7.4;2.7.1;2.7.8;2.7.6,2.7.7,2.7.7
68081,6.5.1.8,6.3.4,1.6.1;2.7.7;1.3.7;1.12.7,6.3.1.14;3.5.4.25|3.6.1|3.6.1.-|3.6.1.19|3.6.1.55|3.6.1.8|3.6.1.9,2.7.1,3.6.1;2.7.1;2.7.7;6.5.1;3.1.7,2.7.1|3.6.1,2.7.1|3.6.1
68101,1.1.1.15,1.1.1,2.3.1;7.2.4;3.7.1;4.1.1,1.1.1.14|1.1.1.9;1.1.1.11;1.1.1.14|1.1.1.56;1.1.1.12;1.1.1.14|1.1.1.250;1.1.1|1.1.1.10;1.1.1.287;1.6.5.4;1.1.1.301;1.1.1.16;1.1.1.407;1.1.1.14|1.1.1.15;1.1.1.406;1.11.1.1|1.14.12.17;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3,1.1.1,1.1.1;5.1.3;5.3.1;1.17.1;1.4.1,1.1.1,1.1.1
68109,1.1.1.15,1.1.1,7.2.4;1.3.1;1.2.1;2.3.1,1.1.1.14|1.1.1.15;1.1.1.406;1.1.1.407;1.1.1.16;1.1.1.289;1.1.1.251;1.6.5.4;1.1.1|1.1.1.264|1.1.1.366;1.1.1.58;1.1.1.69;1.1.1.57;1.1.1.380;1.1.1.414;1.1.1.14|1.1.1.9;1.1.1.12;1.1.1.11;1.1.1.14|1.1.1.56;1.1.1.14|1.1.1.250;1.11.1.1|1.14.12.17,1.1.1,1.1.1;5.1.3;5.3.1;1.17.1;1.4.1,1.1.1,1.1.1
68129,2.3.1.314,2.3.1,2.3.1;2.3.2;2.4.2;2.4.1,2.3.1.76;2.3.1.62;2.3.1.23;2.3.1.20,2.3.1,2.3.1;3.1.2;6.2.1;2.3.3;2.4.1,2.3.1,2.3.1
68181,3.1.2.18,3.1.2,3.1.2;2.3.2;3.1.1;3.13.1,2.3.3.9|4.1.3.2;2.3.3.18;2.3.3.19;2.3.3.5;1.13.11.80;3.1.2.18|3.1.2.19|3.1.2.20;4.4.1.26;2.3.1.178;2.3.1.17,2.3.1,3.1.2;1.2.1;2.3.1;6.2.1;3.1.1,3.1.2,2.3.3
68185,3.1.2.19,3.1.2,3.1.2;2.3.2;3.1.1;3.13.1,2.3.3.9|4.1.3.2;2.3.3.18;2.3.3.19;2.3.3.5;1.13.11.80;3.1.2.18|3.1.2.19|3.1.2.20;4.4.1.26;2.3.1.178;2.3.1.17,2.3.1,3.1.2;1.2.1;2.3.1;6.2.1;3.1.1,3.1.2,2.3.3
68329,3.1.3.110,2.5.1,3.1.3;3.1.1;3.1.7;3.13.1,2.7.1.33|2.7.1.34,3.1.4,3.1.3;3.6.1;3.1.7;4.2.3;3.6.5,3.1.3,2.5.1|2.7.1|3.1.3|3.1.4
68357,3.4.17.21,3.5.1,3.5.1;3.4.19;3.4.13;3.5.3,6.3.2.41|6.3.2.42;6.3.2.31;6.3.2.9,3.5.1,3.4.17;3.5.2;3.5.1;6.3.2;1.13.12,3.5.1,6.3.2
68417,4.2.1.114,4.2.1,4.2.1;3.7.1;4.1.2;4.3.1,4.2.1.114|4.2.1.36;4.2.1.170;1.1.1.286|1.1.1.42|1.1.1.87;1.1.1.286|1.1.1.41;4.2.1.35;1.1.1.172|1.1.1.27,4.2.1,4.2.1;5.3.3;5.5.1;5.4.4;4.1.3,4.2.1,4.2.1
68421,4.2.1.114,4.2.1,4.2.1;3.7.1;4.1.2;4.3.1,4.2.1.114|4.2.1.36;4.2.1.170;1.1.1.286|1.1.1.42|1.1.1.87;1.1.1.286|1.1.1.41;4.2.1.35;5.3.3.7;2.6.1.57,4.2.1,4.2.1;5.3.3;5.5.1;5.4.4;4.1.3,4.2.1,4.2.1
68461,2.8.2.15,2.8.2,1.8.99;2.7.8;2.8.2;2.4.3,2.8.2.15|2.8.2.4;2.8.2.9;2.8.2.25;2.8.2.1|2.8.2.n2;2.8.2.27;2.8.2.36;2.8.2.-|2.8.2.39;2.8.2.14;2.8.2.24;2.8.2.37|2.8.2.8;2.8.2.10;2.8.2.2;2.8.2.11;2.8.2.3;2.8.2.20;1.8.4.8,2.8.2,2.8.2;3.6.2;1.8.99;1.8.4;2.4.99,2.8.2,2.8.2
68465,3.1.6.22,3.1.6,1.8.99;3.1.6;3.12.1;2.7.8,2.7.7.5;2.7.7.4,3.1.4,3.1.6;4.2.1;3.1.7;3.8.1;3.1.1,3.1.6,3.1.6
68553,1.1.1.426,1.1.1,1.3.1;1.2.1;7.2.4;1.1.1,1.1.1.367;1.11.1.1|1.11.1.2;1.6.3.2;1.12.1.3|1.12.1.5;1.1.1.271;1.1.1.135|1.1.1.187;1.1.1.187|1.1.1.281;1.1.1.133;1.1.1.266;1.1.1.364;1.1.1.134|1.1.1.344;1.2.1.84;1.2.1.50;1.1.1.330;1.1.1.36;1.3.1.93,1.1.1,1.1.1;1.17.1;1.4.1;1.3.1;4.2.1,1.1.1,1.1.1
68557,1.1.1.426,1.1.1,1.3.1;7.2.4;1.2.1;1.1.1,1.1.1.367;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,1.1.1,1.1.1;1.17.1;1.4.1;1.3.1;4.2.1,1.1.1,1.1.1
68561,1.2.1.107,1.4.1,2.3.1;2.3.2;7.2.4;2.3.3,1.6.5.4;1.2.1.12|1.2.1.13|1.2.1.59,1.2.1;1.1.1,1.2.1;1.1.1;1.17.1;1.8.1;1.12.1,1.2.1,1.2.1
68569,4.8.1.1,4.2.1,4.2.3;3.1.7;5.4.4;4.2.1,1.14.13.195|1.14.13.196;1.14.13.39;6.3.5.11;6.3.5.9;6.3.5.10;6.3.2.14;5.1.1.10|5.1.1.12|5.1.1.9;2.3.2.30;2.3.1.109,,1.13.12;3.4.17;3.5.2;3.5.4;5.1.1,1.14.13,1.14.13
68589,2.1.2.14,2.1.2,3.4.17;3.4.19;3.5.1;2.3.2,2.1.2.13;2.1.2.2;2.1.2.9,,2.1.2;3.5.1;4.3.1;6.3.4;2.3.1,2.1.2,2.1.2
68601,4.2.1.177,4.2.1,4.2.1;3.7.1;3.13.1;3.5.5,1.1.1.308;1.1.1.373;4.2.1.30;4.2.1.-|4.2.1.141|4.2.1.43;4.2.1.43;4.1.2|4.1.2.18|4.1.2.28|4.1.3.39,5.3.2,4.2.1;4.1.2;4.1.3;5.3.1;3.3.2,4.2.1,4.2.1
68605,4.4.1.41,4.4.1,4.4.1;3.13.1;4.3.1;4.1.2,4.4.1.24;4.4.1.25;4.4.1.19;2.3.3.15;2.5.1.76;1.8.1.2|1.8.2.2,4.4.1,4.4.1;3.13.1;4.1.2;5.3.1;1.1.99,4.4.1,4.4.1
68625,4.4.1.39,4.4.1,4.4.1;2.5.1;4.5.1;3.13.1,1.3.7.3;1.3.7.6;4.4.1.5;4.4.1.20;4.4.1.1;1.3.7.2;1.11.1.9,4.4.1,4.4.1;2.8.1;1.8.4;2.5.1;1.8.1,4.4.1,4.4.1
68629,4.4.1.40,4.4.1,2.5.1;4.5.1;4.4.1;3.1.7,1.3.7.6;1.3.7.3;1.3.7.5;4.4.1.20;4.4.1.1;4.4.1.5;2.3.1.76;1.11.1.12;1.10.3.15;1.11.1.9,4.4.1,4.4.1;2.8.1;1.8.4;2.5.1;1.8.1,4.4.1,4.4.1
68633,7.1.1.11,1.18.1,1.12.7;1.1.7;1.3.7;1.6.1,1.14.13.131;1.5.1.25;1.6.2.6|1.8.1|1.8.1.4;1.8.1.6;1.1.1.269;1.1.1.268;1.8.1.20;1.3.1.60;1.-.-.-|1.1.1|1.1.1.1|1.1.1.284,1.16.1,1.18.1;1.17.1;1.12.1;1.6.2;1.16.1,1.18.1,1.18.1
68797,3.2.1.48,,3.2.1;3.1.1;2.4.1;2.4.2,2.4.1.20;2.4.1.281;2.4.1.31;2.4.1.8;3.2.1.85;3.2.1.28,3.2.1,3.2.1;2.4.1;5.1.3;5.4.99;2.4.2,2.4.1,2.4.1
68809,3.2.1.219,3.2.1,3.2.1;3.1.1;3.1.3;3.1.4,3.2.1.195;3.2.1.205;1.1.99.28;3.2.1.117|3.2.1.21,3.2.1,3.2.1;5.1.3;2.4.1;4.2.1;5.4.99,3.2.1,3.2.1
68825,4.2.3.228,4.2.3,5.4.4;3.1.7;4.2.3;5.4.99,4.2.3|4.2.3.-|4.2.3.106;4.2.3.114;4.2.3.115;4.2.3.117;4.2.3.105;4.2.3.120;4.2.3.121;4.2.3.119;4.2.3.107;4.2.3.15;4.2.3.52;4.2.3.51;4.2.3.16;4.2.3.20;4.2.3.108|4.2.3.111;4.2.3.112;4.2.3.110;4.2.3.-|4.2.3.25|4.2.3.48;4.2.3.26;4.2.3.11;4.2.3.10;2.5.1.123;2.5.1.124;4.2.3.113,4.2.3,4.2.3;2.5.1;3.1.7;5.3.3;5.2.1,4.2.3,4.2.3
68865,3.2.1.10,,3.2.1;3.1.1;3.5.1;3.1.3,3.2.1.205;3.2.1.195;3.2.1.117|3.2.1.21,3.2.1,3.2.1;5.1.3;2.4.1;4.2.1;5.4.99,3.2.1,3.2.1
68993,1.14.13.249,1.14.13,1.14.19;1.14.13;1.14.14;1.14.15,1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.14.13.225;1.14.12.22;1.6.5.4,1.14.13,1.14.13;1.6.3;1.14.19;1.2.1;1.17.1,1.14.13,1.14.13
69001,2.1.1.380,2.1.1,2.1.1;4.4.1;2.5.1;4.2.3,2.1.1.68;2.1.1.146|2.1.1.279;2.1.1.65;2.1.1.336;2.1.1.283;2.1.1.116;2.1.1.169|2.1.1.175;2.1.1.149|2.1.1.169|2.1.1.267|2.1.1.76;2.1.1.323;2.1.1.-|2.1.1.338;2.1.1.128;2.1.1.109;2.1.1.-|2.1.1.291;2.1.1.110;2.1.1.292;2.1.1.118;2.1.1.330;2.1.1.89;2.1.1.114;2.1.1.-|2.1.1.222,2.1.1,2.1.1;2.8.4;1.17.98;2.5.1;2.3.1,2.1.1,2.1.1
69005,6.7.1.1,6.3.5,1.13.12;1.14.14;1.14.13;1.14.19,6.3.1.14;6.3.4.22;6.1.1.14,2.8.1,3.5.99;3.6.1;1.10.3;1.21.3;1.97.1,1.13.12|2.8.1|3.5.99|6.3.1|6.3.5,2.8.1|3.5.99|6.3.1|6.3.5
69009,1.14.13.248,1.14.13,1.3.98;1.1.2;1.3.99;1.21.99,1.14.13.225|1.6.3.1;1.6.3.2;1.11.1.6|1.14.13.225|1.3.1.95|1.6.3.1|1.6.3.3|1.6.99.3,1.8.1;1.7.1,1.14.13;1.14.12;1.6.3;1.7.1;1.14.19,1.14.13,1.14.13
69045,4.3.99.5,1.13.11,4.1.1;3.7.1;4.3.1;4.2.1,1.7.1.4;4.2.1.2;3.5.1.38|4.3.1.1;4.2.1.31|4.2.1.36;1.13.11.-|1.13.11.64;1.7.6.1;1.13.12.-|1.14.13.210;4.1.99.11;4.3.2.1,4.2.1,1.7.6;1.7.3;1.7.1;4.3.1;1.14.12,4.2.1,4.2.1
69053,1.14.13.250,1.14.13,1.14.19;1.14.14;1.14.15;1.14.13,1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.6.5.4;1.11.1.1|1.14.12.17,1.1.1,1.14.13;1.6.3;1.7.1;3.5.3;1.14.12,1.14.13,1.14.13
69185,2.5.1.155,2.5.1,2.5.1;4.2.3;2.1.1;3.1.7,2.5.1.41;4.2.3.188;4.2.3.-|4.2.3.130;4.2.3.178;4.2.3.145;4.2.3.148;4.2.3.150;2.5.1.32;4.2.3.176;4.2.3.8;2.5.1.42;2.5.1.103|2.5.1.96,4.2.3;2.5.1,2.5.1;4.2.3;5.1.99;3.1.7;5.1.1,2.5.1,2.5.1
69193,6.3.2.61,6.3.2,2.3.3;2.3.1;2.3.2;2.7.8,6.3.2.32;6.3.2.41|6.3.2.42;6.3.2.34;6.3.2.13;6.3.2.12|6.3.2.17,6.3.2,6.3.2;6.3.1;3.5.2;6.3.4;3.5.1,6.3.2,6.3.2
69197,6.3.2.62,6.3.2,2.3.3;2.3.1;2.3.2;2.7.8,6.3.2.32;6.3.2.41|6.3.2.42;6.3.2.34;6.3.2.13;6.3.2.12|6.3.2.17,6.3.2,6.3.2;6.3.1;3.5.2;6.3.4;3.5.1,6.3.2,6.3.2
69201,6.3.2.61,6.3.2,6.3.2;6.3.1;6.3.4;2.5.1,6.3.2.41|6.3.2.42;6.3.2.33;6.3.2.9,6.3.2,6.3.2;6.3.1;6.3.4;6.3.3;3.5.2,6.3.2,6.3.2
69205,6.3.2.62,6.3.2,6.3.2;6.3.1;6.3.4;2.5.1,6.3.2.41|6.3.2.42;6.3.2.33;6.3.2.9,6.3.2,6.3.2;6.3.1;6.3.4;6.3.3;3.5.2,6.3.2,6.3.2
69229,4.8.1.6,4.4.1,4.2.3;4.4.1;2.5.1;2.1.1,3.1.6.1;3.1.6.8;3.6.2.1;2.7.7.51;2.7.7.5;3.6.1.9|3.6.2.2,,2.8.1;4.4.1;5.3.3;1.3.1;5.2.1,4.4.1,3.1.6|4.4.1
69253,4.8.1.8,4.4.1,4.4.1;4.2.3;2.5.1;1.21.4,3.1.6.1;3.1.6.8;3.6.2.1;2.7.7.51;2.7.7.5;3.6.1.9|3.6.2.2,,4.4.1;2.8.1;5.3.3;5.4.4;3.13.1,4.4.1,4.4.1
69313,4.8.1.7,4.4.1,4.2.3;3.1.7;2.5.1;4.4.1,3.1.6.1;3.1.6.8;1.8.5.6;3.6.2.1;2.7.7.51;2.7.7.5;3.6.1.9|3.6.2.2,,5.2.1;1.8.5;1.8.4;2.8.1;3.1.6,3.1.6,3.1.6
69317,4.8.1.8,4.4.1,4.4.1;4.2.3;2.5.1;2.1.1,3.1.6.1;3.1.6.8;3.6.2.1;2.7.7.51;2.7.7.5;3.6.1.9|3.6.2.2,,1.8.2;1.8.3;1.8.5;1.3.4;2.8.1,4.4.1,3.1.6
69337,5.3.99.12,5.4.4,4.2.3;2.1.1;2.5.1;3.1.7,3.3.2.2;1.3.1.74;1.3.1.102|1.3.1.74;4.4.1.4;1.7.3.1;1.4.3.21;1.1.1.1|1.1.1.71,5.1.3;5.1.1,5.3.3;1.13.11;4.1.2;5.2.1;4.4.1,1.3.1,1.3.1
69341,5.3.99.12,5.4.4,4.2.3;4.2.1;3.1.7;1.11.2,1.3.1.31;4.2.1.132;1.1.1.1|1.1.1.184|1.1.1.244|1.1.1.284|1.1.1.71;1.1.99.36,5.1.3;5.1.1,4.2.1;4.1.2;1.13.11;5.3.3;4.4.1,4.2.1,4.2.1
69345,5.3.99.12,5.4.4,4.2.1;4.2.3;1.11.2;3.1.7,1.2.1.10|1.2.1.57;1.2.1.10|1.2.1.57|1.2.1.87;3.1.1.67;1.3.1.31,5.1.3;5.1.1,1.13.11;1.14.19;4.1.2;5.2.1;4.2.1,1.2.1,1.2.1
69349,4.4.1.4,4.4.1,4.4.1;4.2.3;3.13.1;4.2.1,4.4.1.4;4.3.1.15|4.3.1.18;4.1.99.1|4.2.1.13|4.2.1.22|4.2.3.1|4.3.1.15|4.3.1.17|4.3.1.19,4.4.1,4.4.1;4.3.1;2.3.1;2.5.1;2.6.1,4.4.1,4.4.1
69365,2.3.1.307,2.3.1,2.3.1;2.3.2;3.1.2;2.3.3,2.3.1.1|2.3.1.183|6.3.4.16,2.3.1,2.3.1;2.3.2;4.3.2;6.3.2;3.1.2,2.3.1,2.3.1
69385,2.1.1.383,2.5.1,2.1.1;4.4.1;2.5.1;4.2.3,2.1.1.-|2.1.1.157|2.1.1.161|2.1.1.162;2.1.1.103;6.3.5.11;6.3.5.9;6.3.5.10;2.1.1.5;1.6.5.4;2.1.1.337;1.14.13.39;5.1.1.11;6.3.2.14;1.6.6.9|1.7.2.3;1.1.1.34|1.1.1.88,,2.1.1;2.7.1;2.3.1;2.7.8;1.21.3,2.1.1,2.1.1
69389,2.1.3.16,2.1.3,2.1.3;7.2.4;1.4.7;2.3.1,2.1.3.2,,2.1.3;3.5.3;6.3.4;4.2.3;3.5.2,2.1.3,2.1.3
69393,2.4.99.13,2.4.3,2.7.8;2.4.3;2.8.2;2.4.2,2.4.99.14;2.4.99.13;2.4.99.1;2.7.8.46;2.4.99.12;2.7.8.45;2.7.8.32;2.7.8.39;2.4.99.7;2.4.99.8;2.4.99.2;2.4.99.3;2.4.99.4;2.4.99.6;2.7.8.44;2.4.99.9;2.7.8.34;4.6.1.12,2.4.3;2.4.1,2.4.99;2.4.3;3.1.4;4.6.1;2.7.1,2.4.3,2.4.99
69397,2.3.1.241,2.3.1,2.3.1;2.3.2;3.1.2;2.3.3,2.3.1.60|2.3.1.81;2.3.1.153;2.3.1.116;2.3.1.171;2.3.1.169;2.3.1.18;2.3.1.215;2.3.1.67;2.3.1.36;2.3.1.80;2.3.1.87;2.3.1.118;2.3.1.84;2.3.1.5;2.3.1.39,2.3.2;2.7.7,2.3.1;3.1.2;6.2.1;1.2.1;2.3.3,2.3.1,2.3.1
